SEM_EXM_EXCH_ID,SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
NSE,E,2124,EQUITY,0,MASTEK,1,Mastek,,,,10,NA,ES,EQ,MASTEK LTD
NSE,E,21247,EQUITY,0,DIGIDRIVE,1,Digidrive Distributors,,,,1,NA,ES,EQ,DIGIDRIVE DISTRIBUTORS L
NSE,E,21252,EQUITY,0,AXISNIFTY,1,Axis Nifty 50 ETF,,,,1,NA,ETF,EQ,AXISAMC - AXISNIFTY
NSE,E,21254,EQUITY,0,LOWVOLIETF,1,ICICI Pru Nifty 100 Low Vol 30 ETF,,,,1,NA,ETF,EQ,ICICI PR NIF LW VL 30 ETF
NSE,E,21275,EQUITY,0,SUMMITSEC,1,Summit Securities,,,,10,NA,ES,EQ,SUMMIT SECURITIES LTD
NSE,E,21314,EQUITY,0,DYNPRO,1,Dynemic Products,,,,5,NA,ES,EQ,DYNEMIC PRODUCTS LIMITED
NSE,E,21334,EQUITY,0,JYOTICNC,1,Jyoti CNC Automation,,,,10,NA,ES,EQ,JYOTI CNC AUTOMATION LTD
NSE,E,21339,EQUITY,0,STEELXIND,1,Steel Exchange India,,,,1,NA,ES,EQ,STEEL EXCHANGE INDIA LTD
NSE,E,21362,EQUITY,0,SALASAR,1,Salasar Techno Engineering,,,,1,NA,ES,EQ,SALASAR TECHNO ENGG. LTD.
NSE,E,21383,EQUITY,0,PALASHSECU,1,Palash Securities,,,,1,NA,ES,EQ,PALASH SECURITIES LTD
NSE,E,21392,EQUITY,0,MAGADSUGAR,1,Magadh Sugar & Energy,,,,5,NA,ES,EQ,MAGADH SUGAR & ENERGY LTD
NSE,E,21399,EQUITY,0,GANGESSECU,1,Ganges Securities,,,,1,NA,ES,EQ,GANGES SECURITIES LIMITED
NSE,E,21401,EQUITY,0,TATAGOLD,1,TATA Gold ETF,,,,1,NA,ETF,EQ,TATAAML-TATAGOLD
NSE,E,21406,EQUITY,0,AVADHSUGAR,1,Avadh Sugar & Energy,,,,5,NA,ES,EQ,AVADH SUG & ENERGY LTD
NSE,E,2142,EQUITY,0,MFSL,1,Max Financial Services,,,,10,NA,ES,EQ,MAX FINANCIAL SERV LTD
NSE,E,21423,EQUITY,0,MOM100,1,Motilal Oswal Midcap 100 ETF,,,,1,NA,ETF,EQ,MOTILAL OS MIDCAP100 ETF
NSE,E,21427,EQUITY,0,THEINVEST,1,Investment Trust of India,,,,1,NA,ES,EQ,THE INVEST TRUST OF IND L
NSE,E,21428,EQUITY,0,TATSILV,1,TATA Silver ETF,,,,1,NA,ETF,EQ,TATAAML-TATSILV
NSE,E,2144,EQUITY,0,BDL,1,Bharat Dynamics,,,,10,NA,ES,EQ,BHARAT DYNAMICS LIMITED
NSE,E,21469,EQUITY,0,OPTIEMUS,1,Optiemus Infracom,,,,5,NA,ES,EQ,OPTIEMUS INFRACOM LTD
NSE,E,21478,EQUITY,0,UTINEXT50,1,UTI Nifty Next 50 ETF,,,,1,NA,ETF,EQ,UTIAMC - UTINEXT50
NSE,E,21501,EQUITY,0,SIS,1,SIS,,,,5,NA,ES,EQ,SIS LIMITED
NSE,E,21508,EQUITY,0,COCHINSHIP,1,Cochin Shipyard,,,,10,NA,ES,EQ,COCHIN SHIPYARD LIMITED
NSE,E,21551,EQUITY,0,SMSLIFE,1,SMS Lifesciences,,,,10,NA,ES,EQ,SMS LIFESCIENCES (I) LTD
NSE,E,21578,EQUITY,0,COMSYN,1,Commercial Syn Bags,,,,1,NA,ES,EQ,COMMERCIAL SYN BAGS LTD
NSE,E,21614,EQUITY,0,ABCAPITAL,1,Aditya Birla Capital,,,,1,NA,ES,EQ,ADITYA BIRLA CAPITAL LTD.
NSE,E,21623,EQUITY,0,APEX,1,Apex Frozen Foods,,,,1,NA,ES,EQ,APEX FROZEN FOODS LIMITED
NSE,E,21676,EQUITY,0,HINDMOTORS,1,Hindustan Motors,,,,1,NA,ES,EQ,HINDUSTAN MOTORS LIMITED
NSE,E,21690,EQUITY,0,DIXON,1,Dixon Technologies,,,,100,NA,ES,EQ,DIXON TECHNO (INDIA) LTD
NSE,E,21704,EQUITY,0,DCAL,1,Dishman Carbogen Amcis,,,,1,NA,ES,EQ,DISHMAN CARBO AMCIS LTD
NSE,E,21705,EQUITY,0,MEDIASSIST,1,Medi Assist Healthcare,,,,5,NA,ES,EQ,MEDI ASSIST HEALTH SER L
NSE,E,21713,EQUITY,0,LASA,1,Lasa Supergenerics,,,,1,NA,ES,EQ,LASA SUPERGENERICS LTD
NSE,E,21726,EQUITY,0,MATRIMONY,1,Matrimony.com,,,,5,NA,ES,EQ,MATRIMONY.COM LIMITED
NSE,E,21733,EQUITY,0,RHFL,1,Reliance Home Finance,,,,1,NA,ES,EQ,RELIANCE HOME FINANCE LTD
NSE,E,21740,EQUITY,0,CHOLAHLDNG,1,Cholamandalam Financial Holdings,,,,10,NA,ES,EQ,CHOLAMANDALAM FIN HOL LTD
NSE,E,21749,EQUITY,0,CAPACITE,1,Capacite Infraprojects,,,,5,NA,ES,EQ,CAPACITE INFRAPROJECT LTD
NSE,E,21750,EQUITY,0,LIQUIDCASE,1,Zerodha Liquid ETF (LIQUIDCASE),,,,1,NA,ETF,EQ,ZERODHAAMC - LIQUIDCASE
NSE,E,2176,EQUITY,0,AKG,1,AKG Exim,,,,1,NA,ES,EQ,AKG EXIM LIMITED
NSE,E,21770,EQUITY,0,ICICIGI,1,ICICI Lombard General Insurance,,,,10,NA,ES,EQ,ICICI LOMBARD GIC LIMITED
NSE,E,21794,EQUITY,0,DAVANGERE,1,Davangere Sugar Company,,,,1,NA,ES,EQ,DAVANGERE SUGAR COMPANY L
NSE,E,21808,EQUITY,0,SBILIFE,1,SBI Life Insurance,,,,10,NA,ES,EQ,SBI LIFE INSURANCE CO LTD
NSE,E,2181,EQUITY,0,BOSCHLTD,1,Bosch,,,,500,NA,ES,EQ,BOSCH LIMITED
NSE,E,21828,EQUITY,0,TEXRAIL,1,Texmaco Rail & Engineering,,,,1,NA,ES,EQ,TEXMACO RAIL & ENG. LTD.
NSE,E,2183,EQUITY,0,SUNDARMHLD,1,Sundaram Finance Holdings,,,,5,NA,ES,EQ,SUNDARAM FINANCE HOLD LTD
NSE,E,21840,EQUITY,0,DIAMONDYD,1,Prataap Snacks,,,,10,NA,ES,EQ,PRATAAP SNACKS LIMITED
NSE,E,2188,EQUITY,0,GENCON,1,Generic Engineering Construction,,,,1,NA,ES,EQ,GENERIC ENG CONS PROJ LTD
NSE,E,21951,EQUITY,0,HFCL,1,HFCL,,,,1,NA,ES,EQ,HFCL LIMITED
NSE,E,21957,EQUITY,0,INDTERRAIN,1,Indian Terrain,,,,1,NA,ES,EQ,IND TERRAIN FASHIONS LTD
NSE,E,21959,EQUITY,0,NIFTYBETF,1,Bajaj Finserv Nifty 50 ETF,,,,1,NA,ETF,EQ,BFAM - NIFTYBETF
NSE,E,21986,EQUITY,0,BANKBETF,1,Bajaj Finserv Nifty Bank ETF,,,,1,NA,ETF,EQ,BFAM - BANKBETF
NSE,E,22,EQUITY,0,ACC,1,ACC,,,,10,NA,ES,EQ,ACC LIMITED
NSE,E,220,EQUITY,0,IEX,1,Indian Energy Exchange,,,,1,NA,ES,EQ,INDIAN ENERGY EXC LTD
NSE,E,22233,EQUITY,0,DHUNINV,1,Dhunseri Investments,,,,10,NA,ES,EQ,DHUNSERI INVESTMENTS LTD
NSE,E,22239,EQUITY,0,EBBETF0431,1,Edelweiss Bharat Bond April 2031 ETF,,,,1,NA,ETF,EQ,EDELAMC - EBBETF0431
NSE,E,22255,EQUITY,0,NDRAUTO,1,NDR Auto Components,,,,5,NA,ES,EQ,NDR AUTO COMPONENTS LTD
NSE,E,22277,EQUITY,0,WORTH,1,Worth Peripherals,,,,1,NA,ES,EQ,WORTH PERIPHERALS LIMITED
NSE,E,2229,EQUITY,0,MODIRUBBER,1,Modi Rubber,,,,1,NA,ES,EQ,MODI RUBBER LTD
NSE,E,22344,EQUITY,0,ALPL30IETF,1,ICICI Pru Nifty Alpha Low Volatility 30,,,,1,NA,ETF,EQ,ICICIPRAMC - ICICIALPLV
NSE,E,22360,EQUITY,0,MCL,1,Madhav Copper,,,,1,NA,ES,EQ,MADHAV COPPER LIMITED
NSE,E,22365,EQUITY,0,ITIETF,1,ICICI Prudential IT ETF,,,,1,NA,ETF,EQ,ICICIPRAMC - ICICITECH
NSE,E,22377,EQUITY,0,MAXHEALTH,1,Max Healthcare Institute,,,,10,NA,ES,EQ,MAX HEALTHCARE INS LTD
NSE,E,2241,EQUITY,0,MODTHREAD,1,Modern Threads,,,,1,NA,ES,EQ,MODERN THREADS INDIA LTD
NSE,E,22415,EQUITY,0,LOVABLE,1,Lovable Lingerie,,,,1,NA,ES,EQ,LOVABLE LINGERIE LTD
NSE,E,22423,EQUITY,0,TOTAL,1,Total Transport Systems,,,,1,NA,ES,EQ,TOTAL TRANSPORT SYS LTD
NSE,E,22428,EQUITY,0,MAXIND,1,Max India,,,,1,NA,ES,EQ,MAX INDIA LIMITED
NSE,E,22433,EQUITY,0,HDFCNIFBAN,1,HDFC Nifty Bank ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCNIFBAN
NSE,E,22440,EQUITY,0,UTIBANKETF,1,UTI Nifty Bank ETF,,,,1,NA,ETF,EQ,UTIAMC - UTIBANKETF
NSE,E,22463,EQUITY,0,EPACK,1,Epack Durable,,,,5,NA,ES,EQ,EPACK DURABLE LIMITED
NSE,E,22477,EQUITY,0,NOVAAGRI,1,Nova Agritech,,,,1,NA,ES,EQ,NOVA AGRITECH LIMITED
NSE,E,22488,EQUITY,0,NIFITETF,1,UTI Nifty IT ETF,,,,1,NA,ETF,EQ,UTIAMC - NIFITETF
NSE,E,22521,EQUITY,0,NIF5GETF,1,UTI Nifty 5 Year G-Sec ETF,,,,1,NA,ETF,EQ,UTIAMC - NIF5GETF
NSE,E,22524,EQUITY,0,NIF10GETF,1,UTI Nifty 10 Year G-Sec ETF,,,,1,NA,ETF,EQ,UTIAMC - NIF10GETF
NSE,E,22566,EQUITY,0,BLSE,1,BLS E-Services,,,,1,NA,ES,EQ,BLS E-SERVICES LIMITED
NSE,E,2259,EQUITY,0,MOREPENLAB,1,Morepen Laboratories,,,,1,NA,ES,EQ,MOREPEN LAB. LTD
NSE,E,22592,EQUITY,0,HEALTHADD,1,DSP Nifty Healthcare ETF,,,,1,NA,ETF,EQ,DSPAMC - HEALTHADD
NSE,E,22595,EQUITY,0,HDFCPSUBK,1,HDFC Nifty PSU Bank ETF,,,,1,NA,ETF,EQ,HDFCAMC HDFCPSUBK
NSE,E,22602,EQUITY,0,PFS,1,PTC India Financial Services,,,,1,NA,ES,EQ,PTC INDIA FIN SERV LTD
NSE,E,2263,EQUITY,0,BANDHANBNK,1,Bandhan Bank,,,,1,NA,ES,EQ,BANDHAN BANK LIMITED
NSE,E,22649,EQUITY,0,PARKHOTELS,1,Apeejay Surrendra Park Hotels,,,,1,NA,ES,EQ,PARKHOTELS
NSE,E,22656,EQUITY,0,SIGNPOST,1,Signpost India,,,,1,NA,ES,EQ,SIGNPOST INDIA LIMITED
NSE,E,22663,EQUITY,0,JSFB,1,Jana Small Finance Bank,,,,5,NA,ES,EQ,JANA SMALL FIN BANK LTD
NSE,E,22670,EQUITY,0,RPTECH,1,Rashi Peripherals,,,,5,NA,ES,EQ,RASHI PERIPHERALS LIMITED
NSE,E,22675,EQUITY,0,CAPITALSFB,1,Capital Small Finance Bank,,,,5,NA,ES,EQ,CAPITAL SMALL FIN BANK L
NSE,E,2268,EQUITY,0,MOTOGENFIN,1,Motor & General Finance,,,,1,NA,ES,EQ,MOTOR & GENERAL FINANCE L
NSE,E,22717,EQUITY,0,ENTERO,1,Entero Healthcare Solutions,,,,10,NA,ES,EQ,ENTERO HEALTHCARE SOLU L
NSE,E,22722,EQUITY,0,LICNMID100,1,LIC Nifty Midcap 100 ETF,,,,1,NA,ETF,EQ,LICNAMC - LICNMID100
NSE,E,22730,EQUITY,0,VSTL,1,Vibhor Steel Tubes,,,,1,NA,ES,EQ,VIBHOR STEEL TUBES LTD
NSE,E,22739,EQUITY,0,MON100,1,Motilal Oswal Nasdaq 100 ETF,,,,1,NA,ETF,EQ,MOTILAL OS NASDAQ100 ETF
NSE,E,2275,EQUITY,0,IRISDOREME,1,Iris Clothings,,,,1,NA,ES,EQ,IRIS CLOTHINGS LIMITED
NSE,E,2277,EQUITY,0,MRF,1,MRF,,,,500,NA,ES,EQ,MRF LTD
NSE,E,22824,EQUITY,0,JUNIPER,1,Juniper Hotels,,,,5,NA,ES,EQ,JUNIPER HOTELS LIMITED
NSE,E,2283,EQUITY,0,MRPL,1,Mangalore Refinery & Petroleum,,,,1,NA,ES,EQ,MRPL
NSE,E,22832,EQUITY,0,SMALLCAP,1,Mirae Ast Nifty Smallcap 250 MQ 100 ETF,,,,1,NA,ETF,EQ,MIRAEAMC - SMALLCAP
NSE,E,22846,EQUITY,0,GPTHEALTH,1,GPT Healthcare,,,,1,NA,ES,EQ,GPT HEALTHCARE LIMITED
NSE,E,2289,EQUITY,0,HLEGLAS,1,HLE Glascoat,,,,5,NA,ES,EQ,HLE GLASCOAT LIMITED
NSE,E,22901,EQUITY,0,GOLDCASE,1,Zerodha Gold ETF (GOLDCASE),,,,1,NA,ETF,EQ,ZERODHAAMC - GOLDCASE
NSE,E,22930,EQUITY,0,PLATIND,1,Platinum Industries,,,,5,NA,ES,EQ,PLATINUM INDUSTRIES LTD
NSE,E,2294,EQUITY,0,MTNL,1,Mahanagar Telephone Nigam,,,,1,NA,ES,EQ,MAHANAGAR TELEPHONE NIGAM
NSE,E,22947,EQUITY,0,EXICOM,1,Exicom Tele-Systems,,,,1,NA,ES,EQ,EXICOM TELE SYSTEMS LTD
NSE,E,22980,EQUITY,0,MUKKA,1,Mukka Proteins,,,,1,NA,ES,EQ,MUKKA PROTEINS LIMITED
NSE,E,23027,EQUITY,0,LANCORHOL,1,Lancor Holdings,,,,1,NA,ES,EQ,LANCOR HOLDINGS LIMITED
NSE,E,2303,EQUITY,0,HAL,1,Hindustan Aeronautics,,,,10,NA,ES,EQ,HINDUSTAN AERONAUTICS LTD
NSE,E,23043,EQUITY,0,RKSWAMY,1,RK Swamy,,,,1,NA,ES,EQ,R K SWAMY LIMITED
NSE,E,23056,EQUITY,0,JGCHEM,1,JG Chemicals,,,,5,NA,ES,EQ,J.G.CHEMICALS LIMITED
NSE,E,23066,EQUITY,0,GOPAL,1,Gopal Snacks,,,,5,NA,ES,EQ,GOPAL SNACKS LIMITED
NSE,E,2307,EQUITY,0,MUNJALSHOW,1,Munjal Showa,,,,1,NA,ES,EQ,MUNJAL SHOWA LTD
NSE,E,23127,EQUITY,0,SCILAL,1,SCI Land & Assets,,,,1,NA,ES,EQ,SHIPPING CORP OF ILA LTD
NSE,E,2313,EQUITY,0,MURUDCERA,1,Murudeshwar Ceramics,,,,1,NA,ES,EQ,MURUDESHWAR CERAMICS LTD
NSE,E,23142,EQUITY,0,PVSL,1,Popular Vehicles & Services,,,,1,NA,ES,EQ,POPULAR VEHICLES N SER L
NSE,E,2316,EQUITY,0,HEIDELBERG,1,Heidelberg Cement,,,,1,NA,ES,EQ,HEIDELBERGCEMENT (I) LTD
NSE,E,23175,EQUITY,0,KRYSTAL,1,Krystal Integrated Services,,,,5,NA,ES,EQ,KRYSTAL INTEGRATED SER L
NSE,E,23181,EQUITY,0,MOSMALL250,1,Motilal Oswal Nifty Smallcap 250 ETF,,,,1,NA,ETF,EQ,MOTILALAMC - MOSMALL250
NSE,E,23184,EQUITY,0,MOREALTY,1,Motilal Oswal Nifty Realty ETF,,,,1,NA,ETF,EQ,MOTILALAMC - MOREALTY
NSE,E,2319,EQUITY,0,NCC,1,NCC,,,,1,NA,ES,EQ,NCC LIMITED
NSE,E,2320,EQUITY,0,SMCGLOBAL,1,SMC Global Securities,,,,1,NA,ES,EQ,SMC GLOBAL SECURITIES LTD
NSE,E,2328,EQUITY,0,CPSEETF,1,Nippon India CPSE ETF,,,,1,NA,ETF,EQ,CPSE ETF
NSE,E,2331,EQUITY,0,JAYNECOIND,1,Jayaswal Neco Industries,,,,1,NA,ES,EQ,JAYASWAL NECO INDUSTR LTD
NSE,E,23402,EQUITY,0,SRM,1,SRM Contractors,,,,5,NA,ES,EQ,SRM CONTRACTORS LIMITED
NSE,E,23407,EQUITY,0,LIQUIDADD,1,DSP BSE Liquid ETF,,,,1,NA,ETF,EQ,DSPAMC - LIQUIDADD
NSE,E,23446,EQUITY,0,171NSETEST,1,171NSETEST,,,,5,NA,Other,EQ,171NSETEST
NSE,E,23447,EQUITY,0,181NSETEST,1,181NSETEST,,,,5,NA,Other,EQ,181NSETEST
NSE,E,23480,EQUITY,0,SINCLAIR,1,Sinclairs Hotels,,,,1,NA,ES,EQ,SINCLAIRS HOTELS LIMITED
NSE,E,23489,EQUITY,0,BHARTIHEXA,1,Bharti Hexacom,,,,10,NA,ES,EQ,BHARTI HEXACOM LIMITED
NSE,E,235,EQUITY,0,AAKASH,1,Aakash Exploration Services,,,,1,NA,ES,EQ,AAKASH EXPLORATION SER L
NSE,E,2354,EQUITY,0,KBCGLOBAL,1,KBC Global,,,,1,NA,ES,EQ,KBC GLOBAL LIMITED
NSE,E,23553,EQUITY,0,AIIL,1,Authum Inv & Infr,,,,10,NA,ES,EQ,AUTHUM INVEST & INFRA LTD
NSE,E,23590,EQUITY,0,GLOSTERLTD,1,Gloster,,,,5,NA,ES,EQ,GLOSTER LIMITED
NSE,E,236,EQUITY,0,ASIANPAINT,1,Asian Paints,,,,10,NA,ES,EQ,ASIAN PAINTS LIMITED
NSE,E,23607,EQUITY,0,BALUFORGE,1,Balu Forge Industries,,,,5,NA,ES,EQ,BALU FORGE INDUSTRIES LTD
NSE,E,23621,EQUITY,0,JNKINDIA,1,JNK India,,,,5,NA,ES,EQ,JNK INDIA LIMITED
NSE,E,23650,EQUITY,0,MUTHOOTFIN,1,Muthoot Finance,,,,10,NA,ES,EQ,MUTHOOT FINANCE LIMITED
NSE,E,23693,EQUITY,0,INDGN,1,Indegene,,,,5,NA,ES,EQ,INDEGENE LIMITED
NSE,E,23729,EQUITY,0,AADHARHFC,1,Aadhar Housing Finance,,,,5,NA,ES,EQ,AADHAR HOUSING FINANCE L
NSE,E,23740,EQUITY,0,TBOTEK,1,TBO Tek,,,,10,NA,ES,EQ,TBO TEK LIMITED
NSE,E,23799,EQUITY,0,GODIGIT,1,Go Digit General Insurance,,,,5,NA,ES,EQ,GO DIGIT GENERAL INS LTD
NSE,E,23804,EQUITY,0,BSLGOLDETF,1,Aditya Birla Gold ETF,,,,1,NA,ETF,EQ,ADITYBIRLA SL GOLD ETF-GR
NSE,E,23806,EQUITY,0,ABSLPSE,1,Aditya Birla Nifty PSE ETF,,,,1,NA,ETF,EQ,BIRLASLAMC-ABSLPSE
NSE,E,2385,EQUITY,0,NAVNETEDUL,1,Navneet Education,,,,1,NA,ES,EQ,NAVNEET EDUCATION LTD
NSE,E,23855,EQUITY,0,MIDSMALL,1,Mirae Asset Nifty MS400 MQ 100 ETF,,,,1,NA,ETF,EQ,MIRAEAMC - MIDSMALL
NSE,E,23864,EQUITY,0,AWFIS,1,Awfis Space Solutions,,,,5,NA,ES,EQ,AWFIS SPACE SOLUTIONS LTD
NSE,E,2388,EQUITY,0,NELCO,1,NELCO,,,,5,NA,ES,EQ,NELCO LTD
NSE,E,23915,EQUITY,0,LIQUIDBETF,1,Bajaj Finserv Nifty 1D Rate Liquid ETF,,,,1,NA,ETF,EQ,BFAM - LIQUIDBETF
NSE,E,2397,EQUITY,0,SANDHAR,1,Sandhar Technologies,,,,5,NA,ES,EQ,SANDHAR TECHNOLOGIES LTD
NSE,E,24014,EQUITY,0,BOROSCI,1,BOROSCI,,,,1,NA,ES,EQ,BOROSIL SCIENTIFIC LTD
NSE,E,24025,EQUITY,0,KRONOX,1,Kronox Lab Sciences,,,,1,NA,ES,EQ,KRONOX LAB SCIENCES LTD
NSE,E,2406,EQUITY,0,NEULANDLAB,1,Neuland Laboratories,,,,100,NA,ES,EQ,NEULAND LAB LTD.
NSE,E,24067,EQUITY,0,IXIGO,1,Le Travenues Technology (IXIGO),,,,1,NA,ES,EQ,LE TRAVENUES TECHNOLOGY L
NSE,E,24077,EQUITY,0,MID150CASE,1,Zerodha Nifty Midcap 150 ETF,,,,1,NA,ETF,EQ,ZERODHAAMC - MID150CASE
NSE,E,24081,EQUITY,0,TOP100CASE,1,Zerodha Nifty 100 ETF,,,,1,NA,ETF,EQ,ZERODHAAMC - TOP100CASE
NSE,E,24117,EQUITY,0,BBNPNBETF,1, Baroda BNP Paribas Nifty Bank ETF,,,,1,NA,ETF,EQ,BARODABNP - BBNPNBETF
NSE,E,2412,EQUITY,0,PEL,1,Piramal Enterprises,,,,5,NA,ES,EQ,PIRAMAL ENTERPRISES LTD
NSE,E,24145,EQUITY,0,RETAIL,1,JHS Svendgaard Retail Ventures,,,,1,NA,ES,EQ,JHS SVENDGAARD RETAIL V L
NSE,E,24154,EQUITY,0,DEEDEV,1,DEE Development Engineers,,,,1,NA,ES,EQ,DEE DEVELOPMENT ENG LTD
NSE,E,24159,EQUITY,0,AFIL,1,AKME FINTRADE (INDIA) LTD,,,,1,NA,Other,EQ,AKME FINTRADE (INDIA) LTD
NSE,E,24184,EQUITY,0,PIIND,1,PI Industries,,,,10,NA,ES,EQ,PI INDUSTRIES LTD
NSE,E,24190,EQUITY,0,SYMPHONY,1,Symphony,,,,10,NA,ES,EQ,SYMPHONY LIMITED
NSE,E,24196,EQUITY,0,VADILALIND,1,Vadilal Industries,,,,50,NA,ES,EQ,VADILAL INDUSTRIES LTD
NSE,E,2421,EQUITY,0,NILKAMAL,1,Nilkamal,,,,10,NA,ES,EQ,NILKAMAL LIMITED
NSE,E,24217,EQUITY,0,IVZINNIFTY,1,Invesco India Nifty 50 ETF,,,,1,NA,ETF,EQ,INVESCO INDIA NIFTY ETF
NSE,E,24225,EQUITY,0,RELAXO,1,Relaxo Footwears,,,,5,NA,ES,EQ,RELAXO FOOT LTD.
NSE,E,24226,EQUITY,0,STANLEY,1,Stanley Lifestyles,,,,5,NA,ES,EQ,STANLEY LIFESTYLES LTD
NSE,E,24231,EQUITY,0,OMINFRAL,1,Om Infra,,,,1,NA,ES,EQ,OM INFRA LIMITED
NSE,E,24265,EQUITY,0,ESTER,1,Ester Industries,,,,1,NA,ES,EQ,ESTER INDUSTRIES LTD
NSE,E,24292,EQUITY,0,VSTTILLERS,1,VST Tillers Tractors,,,,10,NA,ES,EQ,VST TILLERS TRACTORS LTD
NSE,E,24308,EQUITY,0,ABDL,1,Allied Blenders & Distillers,,,,5,NA,ES,EQ,ALLIED BLEND N DISTILS L
NSE,E,2431,EQUITY,0,RAILTEL,1,Railtel Corporation of India,,,,5,NA,ES,EQ,RAILTEL CORP OF IND LTD
NSE,E,24321,EQUITY,0,VRAJ,1,Vraj Iron and Steel,,,,1,NA,ES,EQ,VRAJ IRON AND STEEL LTD
NSE,E,2435,EQUITY,0,CONSUMBEES,1,Nippon Nifty Cons. ETF (CONSUMBEES),,,,1,NA,ETF,EQ,NIP IND ETF CONSUMPTION
NSE,E,24366,EQUITY,0,SBISILVER,1,SBI Silver ETF,,,,1,NA,ETF,EQ,SBIAMC - SBISILVER
NSE,E,24374,EQUITY,0,LIQUIDSHRI,1,LIQUIDSHRI,,,,1,NA,ETF,EQ,SHRIRAM - LIQUIDSHRI
NSE,E,24378,EQUITY,0,RELIABLE,1,Reliable Data Services,,,,1,NA,ES,EQ,RELIABLE DATA SERVICE LTD
NSE,E,24385,EQUITY,0,KARMAENG,1,Karma Energy,,,,1,NA,ES,EQ,KARMA ENERGY LIMITED
NSE,E,24386,EQUITY,0,BANSALWIRE,1,Bansal Wire Industries,,,,5,NA,ES,EQ,BANSAL WIRE INDUSTRIES L
NSE,E,2439,EQUITY,0,NKIND,1,NK Industries,,,,1,NA,ES,EQ,NK INDUSTRIES LTD
NSE,E,24398,EQUITY,0,EMCURE,1,Emcure Pharmaceuticals,,,,10,NA,ES,EQ,EMCURE PHARMACEUTICALS L
NSE,E,24403,EQUITY,0,ASHIANA,1,Ashiana Housing,,,,5,NA,ES,EQ,ASHIANA HOUSING LTD
NSE,E,24404,EQUITY,0,ABGSEC,1,ABGSEC,,,,1,NA,ETF,EQ,BIRLASLAMC - ABGSEC
NSE,E,24409,EQUITY,0,DHANUKA,1,Dhanuka Agritech,,,,10,NA,ES,EQ,DHANUKA AGRITECH LTD
NSE,E,2442,EQUITY,0,NOCIL,1,NOCIL,,,,1,NA,ES,EQ,NOCIL LIMITED
NSE,E,24445,EQUITY,0,AGIIL,1,AGI Infra,,,,5,NA,ES,EQ,AGI INFRA LIMITED
NSE,E,24461,EQUITY,0,EVINDIA,1,Mirae Asset Nifty EV & New Age Auto ETF,,,,1,NA,ETF,EQ,MIRAEAMC - EVINDIA
NSE,E,245,EQUITY,0,ADL,1,Archidply Decor,,,,1,NA,ES,EQ,ARCHIDPLY DECOR LIMITED
NSE,E,24524,EQUITY,0,SBINEQWETF,1,SBI Nifty 50 Equal Weight ETF,,,,1,NA,ETF,EQ,SBIAMC - SBINEQWETF
NSE,E,24532,EQUITY,0,FILATEX,1,Filatex India,,,,1,NA,ES,EQ,FILATEX INDIA LTD
NSE,E,24533,EQUITY,0,OILIETF,1,ICICI Pru Nifty Oil & Gas ETF,,,,1,NA,ETF,EQ,ICICIPRAMC - OILIETF
NSE,E,24538,EQUITY,0,MAITHANALL,1,Maithan Alloys,,,,5,NA,ES,EQ,MAITHAN ALLOYS LTD
NSE,E,2454,EQUITY,0,CENTRUM,1,Centrum Capital,,,,1,NA,ES,EQ,CENTRUM CAPITAL LIMITED
NSE,E,24582,EQUITY,0,SANSTAR,1,Sanstar,,,,1,NA,ES,EQ,SANSTAR LIMITED
NSE,E,24595,EQUITY,0,RUSHIL,1,Rushil Decor,,,,1,NA,ES,EQ,RUSHIL DECOR LIMITED
NSE,E,24596,EQUITY,0,RELTD,1,Ravindra Energy,,,,1,NA,ES,EQ,RAVINDRA ENERGY LIMITED
NSE,E,24610,EQUITY,0,AVANTEL,1,Avantel,,,,1,NA,ES,EQ,AVANTEL LIMITED
NSE,E,2463,EQUITY,0,MIDHANI,1,Mishra Dhatu Nigam,,,,5,NA,ES,EQ,MISHRA DHATU NIGAM LTD
NSE,E,24715,EQUITY,0,AKUMS,1,Akums Drugs & Pharma,,,,5,NA,ES,EQ,AKUMS DRUGS AND PHARMA L
NSE,E,2472,EQUITY,0,OILCOUNTUB,1,Oil Country Tubular,,,,1,NA,ES,EQ,OIL COUNTRY TUBULAR LTD
NSE,E,24730,EQUITY,0,RUBFILA,1,Rubfila International,,,,1,NA,ES,EQ,RUBFILA INTERNATIONAL LTD
NSE,E,24735,EQUITY,0,RPEL,1,Raghav Productivity Enhancers,,,,5,NA,ES,EQ,RAGHAV PRODUCTIVITY ENH L
NSE,E,24742,EQUITY,0,CEIGALL,1,Ceigall India,,,,5,NA,ES,EQ,CEIGALL INDIA LIMITED
NSE,E,2475,EQUITY,0,ONGC,1,Oil & Natural Gas Corporation,,,,1,NA,ES,EQ,OIL AND NATURAL GAS CORP.
